product,rate_mfn,rate_applied,tariff_lines,is_traded
"540773 - Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours",10,10,1,Yes
"540774 - Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed",10,10,1,No
"540781 - Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached",10,10,1,No
"540782 - Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed",10,10,1,Yes
"540783 - Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours",10,10,1,No
"540784 - Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed",10,10,1,No
"540791 - Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.s. in heading no. 5407",10,10,1,No
"540792 - Fabrics, woven; of synthetic filament yarn, dyed, n.e.s. in heading 5407",10,10,1,Yes
"540793 - Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.s. in heading no. 5407",10,10,1,Yes
"540794 - Fabrics, woven; of synthetic filament yarn, printed, n.e.s. in heading no. 5407",10,10,1,Yes
"540810 - Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn",10,10,2,Yes
"540821 - Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached",10,10,1,No
"540822 - Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed",10,10,1,No
"540823 - Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours",10,10,1,No
"540824 - Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed",10,10,1,No
"540831 - Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.s. in heading no. 5408, unbleached or bleached",10,10,1,No
"540832 - Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.s. in heading no. 5408, dyed",10,10,1,No
"540833 - Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.s. in heading no. 5408, of yarns of different colours",10,10,1,No
"540834 - Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.s. in heading no. 5408, printed",10,10,1,Yes
"550911 - Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",10,10,1,Yes
"550912 - Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",10,10,1,No
"550921 - Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",10,10,1,Yes
"550922 - Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",10,10,1,No
"550941 - Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.s. in heading no. 5509, not put up for retail sale",10,10,1,No
"550942 - Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.s. in heading no. 5509, not put up for retail sale",10,10,1,No
"550951 - Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale",10,10,1,No
"550952 - Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",10,10,2,No
"550953 - Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale",10,10,1,No
"550959 - Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.s. in item no. 5509.5, not put up for retail sale",10,10,1,No
"550961 - Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",10,10,1,No
"550962 - Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale",10,10,1,No
"550969 - Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.s. in item no. 5509.6, not put up for retail sale",10,10,1,No
"550991 - Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.s. in heading no. 5509, not put up for retail sale",10,10,1,No
"550992 - Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.s. in heading no. 5509, not put up for retail sale",10,10,1,No
"550999 - Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.s. in heading no. 5509, not put up for retail sale",10,10,1,No
"551011 - Yarn; (not sewing thread), single, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale",10,10,1,No
"551012 - Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale",10,10,1,Yes
"551020 - Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",10,10,1,No
"551030 - Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale",10,10,1,No
"551090 - Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",10,10,1,No
"551130 - Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",10,10,1,No
"551211 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",10,10,1,No
"551219 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",10,10,1,Yes
"551221 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",10,10,1,No
"551229 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",10,10,1,Yes
"551291 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.s. in heading no. 5512, unbleached or bleached",10,10,1,No
"551299 - Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.s. in heading no. 5512, other than unbleached or bleached",10,10,1,Yes
"551311 - Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",10,10,1,No
"551312 - Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",10,10,1,No
"551313 - Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",10,10,1,No
"551319 - Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",10,10,1,No
"551321 - Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551323 - Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551329 - Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551331 - Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551339 - Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551341 - Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551349 - Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",10,10,1,No
"551411 - Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551412 - Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2",10,10,1,No
"551419 - Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551421 - Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551422 - Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551423 - Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.s. in  heading no. 5514",10,10,1,No
"551429 - Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
551430 - Of yarns of different colours,10,10,1,No
"551441 - Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,Yes
"551442 - Fabrics, woven; 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551443 - Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.s. in heading no. 5514",10,10,1,Yes
"551449 - Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",10,10,1,No
"551511 - Fabrics, woven; of polyester staple fibres n.e.s. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",10,10,1,Yes
"551512 - Fabrics, woven; of polyester staple fibres n.e.s. in chapter 55, mixed mainly or solely with man-made filaments",10,10,1,No
"551513 - Fabrics, woven; of polyester staple fibres n.e.s. in chapter 55, mixed mainly or solely with wool or fine animal hair",10,10,1,No
"551519 - Fabrics, woven; of polyester staple fibres n.e.s. in chapter 55, mixed mainly or solely with fibres n.e.s. in item no. 5515.1",10,10,1,No
"551521 - Fabrics, woven; of acrylic or modacrylic staple fibres n.e.s. in chapter 55, mixed mainly or solely with man-made filaments",10,10,1,No
