chapter,chapter_description,partner_country_name,January 2025 (Exports Value (MYR)),total
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PORTUGAL,144789,144789
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,FRENCH POLYNESIA,266573,266573
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BANGLADESH,11703950,11703950
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TURKIYE,3558,3558
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TOGO,89350,89350
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,GUAM,128,128
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,VIET NAM,38402360,38402360
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BRAZIL,360296,360296
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,LITHUANIA,0,0
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TAIWAN PROVINCE OF CHINA,3402860,3402860
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,ZIMBABWE,307,307
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,AUSTRALIA,54361285,54361285
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,DOMINICAN REPUBLIC,90,90
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MONTENEGRO,0,0
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,COLOMBIA,564,564
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,NEW CALEDONIA,179123,179123
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,JAPAN,7795665,7795665
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BENIN,1485,1485
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PERU,141647,141647
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,GERMANY,1036545,1036545
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CHILE,843575,843575
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,NEW ZEALAND,19084209,19084209
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SPAIN,132892,132892
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SWEDEN,23625,23625
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MYANMAR,4689160,4689160
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,POLAND,27863,27863
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,EGYPT,295,295
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TIMOR LESTE,35068,35068
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,GUINEA,42797,42797
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SLOVAKIA,24780,24780
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,INDONESIA,39881188,39881188
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,LUXEMBOURG,224,224
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,QATAR,128403,128403
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,YEMEN,762073,762073
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BAHRAIN,211502,211502
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,HUNGARY,148522,148522
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,HONG KONG,2246676,2246676
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,OMAN,1496463,1496463
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,ITALY,819045,819045
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,UKRAINE,23,23
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PHILIPPINES,18132444,18132444
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MALTA,23,23
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CHINA,240001505,240001505
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SLOVENIA,193,193
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SRI LANKA,2165218,2165218
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MOROCCO,0,0
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,IRAQ,1335,1335
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,AUSTRIA,545,545
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PITCAIRN,998,998
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SERBIA,22,22
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MACAO,42183,42183
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MEXICO,1939497,1939497
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MOZAMBIQUE,267115,267115
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SENEGAL,4525,4525
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,NETHERLANDS,1712045,1712045
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MAURITIUS,538104,538104
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,UZBEKISTAN,67871,67871
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,FINLAND,248,248
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BURUNDI,1021,1021
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SINGAPORE,109545079,109545079
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,UNITED ARAB EMIRATES,4977916,4977916
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,LEBANON,14658,14658
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BRUNEI DARUSSALAM,3150906,3150906
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,KIRIBATI,10255,10255
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SWITZERLAND,3911,3911
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BULGARIA,0,0
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TANZANIA UNITED REPUBLIC OF,28,28
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CZECH REPUBLIC,5279,5279
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SAUDI ARABIA,3032281,3032281
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,TURKMENISTAN,69,69
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,KUWAIT,307824,307824
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BOTSWANA,4,4
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,NIGERIA,124068,124068
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CAMEROON,447583,447583
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,COSTA RICA,2141,2141
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,FIJI,180802,180802
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BOLIVIA PLURINATIONAL STATE OF,82694,82694
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,ICELAND,2279,2279
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,GHANA,441403,441403
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,THAILAND,53901147,53901147
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,LIBERIA,10,10
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,IRAN ISLAMIC REPUBLIC OF,0,0
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,UNITED STATES,81659037,81659037
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,INDIA,5949581,5949581
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,MALDIVES,1604061,1604061
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SOMALIA,38,38
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PAKISTAN,420194,420194
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,LAO PEOPLE'S DEMOCRATIC REPUBLIC,50,50
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,KOREA REPUBLIC OF,6350155,6350155
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,KAZAKHSTAN,2831,2831
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,UNITED KINGDOM,3098247,3098247
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,COTE D'IVOIRE,23087,23087
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,IRELAND,1129818,1129818
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,BELGIUM,850429,850429
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CAMBODIA,3903001,3903001
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CANADA,1076051,1076051
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PANAMA,708,708
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,NORWAY,189874,189874
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,DENMARK,1327,1327
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,CYPRUS,109473,109473
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,ROMANIA,30,30
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,SOLOMON ISLANDS,2030,2030
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,JORDAN,132790,132790
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,RUSSIAN FEDERATION,348,348
48,PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD,PUERTO RICO,296453,296453
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ITALY,165988,165988
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,FRENCH POLYNESIA,2134,2134
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GABON,3669,3669
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,NORWAY,974,974
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,LAO PEOPLE'S DEMOCRATIC REPUBLIC,35,35
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BURKINA FASO,757107,757107
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SINGAPORE,12410778,12410778
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BURUNDI,167,167
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,KOREA REPUBLIC OF,167932,167932
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CAMBODIA,129771,129771
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,LATVIA,192,192
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BRAZIL,8499,8499
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GEORGIA,113,113
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,NEW CALEDONIA,261,261
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SWEDEN,223934,223934
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,MAURITIUS,675,675
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GERMANY,115945,115945
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SLOVENIA,289,289
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,NETHERLANDS,98462,98462
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,FINLAND,1284,1284
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,OMAN,838,838
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,LEBANON,3561,3561
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,KIRIBATI,4,4
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ROMANIA,882,882
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SWITZERLAND,58706,58706
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,UNITED STATES,16144530,16144530
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,KENYA,68,68
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,RUSSIAN FEDERATION,903,903
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,FIJI,63,63
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,TUNISIA,35,35
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GHANA,792,792
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CAMEROON,1085,1085
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BENIN,305,305
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,FALKLAND ISLAND (MALVINAS),102,102
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,PAKISTAN,1729529,1729529
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,KAZAKHSTAN,660,660
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,UGANDA,11,11
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BELGIUM,237228,237228
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,INDIA,198774,198774
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CANADA,276843,276843
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,PANAMA,5,5
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,JORDAN,134,134
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SOLOMON ISLANDS,29056,29056
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,NEPAL,675,675
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ESTONIA,0,0
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GREECE,942,942
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,PAPUA NEW GUINEA,250743,250743
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BANGLADESH,3081,3081
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SYRIAN ARAB REPUBLIC,0,0
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,VIET NAM,110999,110999
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,LITHUANIA,0,0
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,JAPAN,143356,143356
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GUATEMALA,99,99
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,PERU,4,4
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,MALTA,380,380
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ZAMBIA,10,10
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,MYANMAR,11675,11675
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,EGYPT,254,254
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GUINEA,6713858,6713858
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,BAHRAIN,1248,1248
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CROATIA,76,76
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,GUYANA,100,100
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CHILE,1724,1724
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,HONG KONG,431298,431298
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SRI LANKA,56545,56545
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ALGERIA,22,22
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,CHINA,100774,100774
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,ECUADOR,44,44
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,PHILIPPINES,16710346,16710346
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,SENEGAL,546294,546294
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,MACAO,9277,9277
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,MOZAMBIQUE,25,25
49,PRINTED BOOKS NEWSPAPERS PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS TYPESCRIPTS AND PLANS,AUSTRIA,1112,1112
